3.629536921151439027e-02,8.637270117775217373e-03,2.532505519662568538e+00,1.549923187463604080e-01,1.903234476005909726e-01,3.723697786696860135e-01,0.000000000000000000e+00,6.500000000000000222e-02,-2.523204915481633748e+01,2.253832911241360648e+00,-1.428373445211622052e-02,1.633763165534728445e-01,-4.968671579745565503e-01,2.281690189323199724e-01,-4.101185900655088257e-01,-6.663660954309973405e-01,-4.520850257163813168e-01,-9.347039070860092558e-01,-4.727575746661026868e-01,2.523874515094881588e-02,-2.525196827489217810e-01,1.491008508666099262e-02,8.672129533629232374e-04,1.346336032469366839e-01,1.068092890208919704e-01,2.185303360107136716e-02,7.142836618313571848e-03,3.668386920130763725e-03,5.606209291200032205e-04,2.844466141394878800e-03,1.987375098887092517e-03,6.209533431176650527e-03,1.714752729521663941e-03,4.348607646960403472e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.879849812265331876e-02,5.399440578711808825e-02,3.290466522502499380e+00,1.664138370971912639e-01,1.728375532938068448e-01,6.421880134092756709e-01,3.555991607367162740e-03,1.250000000000000000e-01,-2.259672266343089220e+01,1.624786979865925129e+00,6.093271267242310607e-01,4.518350680384023987e-01,-6.230385968123983709e-01,6.825829628290771556e-01,-3.109389393402914314e-01,-3.418275250479437810e-01,-5.438048286877323889e-01,-7.955023190612662276e-01,-4.255181120235515535e-01,4.174400035633201583e-02,-3.219940035604788864e-02,9.247429602657765424e-03,3.626563531444854343e-04,8.781117468019958294e-02,1.297559226620888240e-01,3.624459109230625253e-02,3.443396601422065838e-03,2.660813217878284145e-03,2.871959205417163306e-04,2.002756231296093890e-03,1.687500139232007198e-03,1.072833928936972256e-02,1.306896235116095746e-03,4.009887876618645208e-02,2.503128911138928492e-03,4.535713566934287261e-02,7.579610028399308419e-01,1.142151835083085598e-02,-1.748589430678412771e-02,2.698182347395896574e-01,3.555991607367162740e-03,5.999999999999999778e-02,2.635326491385445280e+00,-6.290459313754355186e-01,6.236108611763472309e-01,2.884587514849295542e-01,-1.261714388378418206e-01,4.544139438967571554e-01,9.917965072521739422e-02,3.245385703830535595e-01,-9.171980297135107207e-02,1.392015880247430282e-01,4.723946264255113325e-02,1.650525520538319996e-02,2.203202823928738785e-01,-5.662655484003227199e-03,-5.045566002184378573e-04,-4.682242856673710096e-02,2.294663364119685356e-02,1.439155749123488537e-02,-3.699440016891506009e-03,-1.007573702252479581e-03,-2.734250085782868899e-04,-8.417099100987849095e-04,-2.998749596550853193e-04,4.518805858193072032e-03,-4.078564944055681953e-04,-3.387197703417582639e-03
8.135168961201501292e-02,3.926204774674153797e-02,3.260213723874199054e+00,1.792212497525347004e-01,1.708480554550855235e-01,9.456476438877003954e-01,4.077133472792793777e-03,2.225000000000000033e-01,-2.256257725920989543e+01,1.398629321024132288e+00,6.107138924813411140e-01,2.745788820086861315e-01,-6.701468170818926096e-01,2.280561642475019135e-01,-2.943609861790775772e-01,2.067121975247528110e-02,-3.876793301460577656e-01,-7.840997175531824182e-01,-2.878088677922386318e-01,1.123324618563844024e-01,5.088990197950254979e-02,7.959513006032981064e-03,6.588483716869049595e-04,2.886739799765118339e-02,1.357221772230182422e-01,4.313521485161209840e-02,4.665450889356282868e-03,2.845969346392848709e-03,7.567836928582080029e-04,9.388008629270058357e-04,1.354410432146961997e-03,2.571441969272473399e-02,1.292007886644848868e-03,3.708296980735592552e-02,4.255319148936169416e-02,-1.473235804037655028e-02,-3.025279862830032584e-02,1.280741265534343643e-02,-1.989497838721321354e-03,3.034596304784247245e-01,5.211418654256310366e-04,9.750000000000000333e-02,3.414540422099676675e-02,-2.261576588417928413e-01,1.386765757110053343e-03,-1.772561860297162672e-01,-4.710822026949423869e-02,-4.545267985815752421e-01,1.657795316121385421e-02,3.624987448004190482e-01,1.561254985416746233e-01,1.140260150808380946e-02,1.377092442313129217e-01,7.058846150005237963e-02,8.308930233555043843e-02,-1.287916596624784360e-03,2.961920185424195251e-04,-5.894377668254839608e-02,5.966254560929418194e-03,6.890623759305845863e-03,1.222054287934217030e-03,1.851561285145645643e-04,4.695877723164916724e-04,-1.063955368369087946e-03,-3.330897070850452005e-04,1.498608040335501143e-02,-1.488834847124687749e-05,-3.015908958830526565e-03
9.261576971214018072e-02,3.436529638170864737e-02,3.273784383697755818e+00,1.681488305574296571e-01,1.444680476477681330e-01,1.090167289575472820e+00,5.568148697597834944e-04,2.325000000000000122e-01,-2.265814709382852499e+01,1.191187471542823673e+00,5.152927730443711551e-01,2.639919169150579670e-01,-3.174607840689000482e-01,5.281907509886221153e-01,-3.710346504564069336e-01,-1.715425623245639686e-01,-4.440026572523803061e-01,-7.501984197221502892e-01,-1.288472010731933903e-01,2.555897381602950658e-01,-1.374342483409278504e-01,8.690990878839854189e-03,4.727535738632980458e-04,3.415906973900870169e-02,1.195193391583861814e-01,4.040717043128699143e-02,3.218696776428094618e-03,5.484722055041040337e-03,7.768774716411454458e-04,8.616593762284403000e-04,1.072772675788556456e-03,2.534389202622322132e-02,1.607342119379098072e-03,3.289277690707837626e-02,1.126408010012516780e-02,-4.896751365032890602e-03,1.357065982355676326e-02,-1.107241919510504324e-02,-2.638000780731739048e-02,1.445196456877724245e-01,-3.520318603033010391e-03,1.000000000000000888e-02,-9.556983461862955664e-02,-2.074418494813086156e-01,-9.542111943696995890e-02,-1.058696509362816451e-02,3.526860330129925614e-01,3.001345867411202017e-01,-7.667366427732935641e-02,-1.922137820770392636e-01,-5.632332710632254047e-02,3.390129783103212890e-02,1.589616667190452415e-01,1.432572763039106634e-01,-1.883241503204304002e-01,7.314778728068731251e-04,-1.860947978236069137e-04,5.291671741357518305e-03,-1.620283806463206078e-02,-2.728044420325106967e-03,-1.446754112928188250e-03,2.638752708648191628e-03,2.009377878293744282e-05,-7.714148669856553571e-05,-2.816377563584055409e-04,-3.705276665015126702e-04,3.153342327342492039e-04,-4.190192900277549259e-03
8.635794743429286990e-02,3.666444821450675490e-02,3.273421369741056353e+00,1.886825924629196849e-01,1.709097385327503216e-01,1.120875931975534368e+00,4.647834605144984680e-04,2.349999999999999867e-01,-2.257394128734434702e+01,1.144648660582915367e+00,5.066988402692259585e-01,9.077733206866003823e-02,-7.763713654943040776e-01,1.051574090525267402e-01,-4.162645802330378619e-01,6.647462237867163282e-02,-2.665498108017657075e-01,-8.187350602371221697e-01,-3.585982385977960485e-01,8.254652132004029752e-02,-1.567131678510694237e-02,7.049213818346343301e-03,1.271137429814738580e-03,2.589265056691967062e-02,1.215008729115377023e-01,4.551310324218281467e-02,3.483240630891049332e-03,2.443379946345482310e-03,9.273135644751171781e-04,1.260124938446273869e-03,8.314641053616209782e-04,2.472419851340848518e-02,2.555822076290977570e-03,3.353612482332717776e-02,-6.257822277847310821e-03,2.299151832798107531e-03,-3.630139566994650124e-04,2.053376190549002778e-02,2.644169088498218856e-02,3.070864240006154766e-02,-9.203140924528502645e-05,2.499999999999974465e-03,8.420580648417796965e-02,-4.653881095990830552e-02,-8.593932775145196601e-03,-1.732145848463979287e-01,-4.589105814254040294e-01,-4.230333419360953751e-01,-4.522992977663092828e-02,2.380171847032356014e-01,1.774528464506145986e-01,-6.853664051497188048e-02,-2.297510375246026582e-01,-1.730432168402547544e-01,1.217629315558209080e-01,-1.641777060493510888e-03,7.983838559514405339e-04,-8.266419172089031070e-03,1.981533753151520916e-03,5.105932810895823237e-03,2.645438544629547147e-04,-3.041342108695558027e-03,1.504360928339717324e-04,3.984655622178335686e-04,-2.413085704269354783e-04,-6.196935128147361416e-04,9.484799569118794980e-04,6.433479162488014991e-04
8.635794743429286990e-02,3.406566543084001836e-02,3.248241600551991404e+00,1.849738088335478314e-01,1.758433212714737570e-01,1.020396994823602910e+00,7.325480399908957611e-04,2.275000000000000078e-01,-2.262291363201441996e+01,1.173740368354869945e+00,4.213342256842620981e-01,2.637512945459749014e-01,-2.091211647634298454e-01,6.930934038376270756e-01,-2.590269309434086731e-01,-1.829512988286943198e-01,-4.489889130136280881e-01,-6.334448687140961098e-01,-2.213832571537180660e-01,3.248026934570034940e-02,-1.813850901944581706e-01,8.152464377533084547e-03,4.483790742918275160e-04,3.462210177650951876e-02,1.231398875279895305e-01,4.149424223329258032e-02,3.429624429911425076e-03,4.671924839281172380e-03,8.358177828243286726e-04,7.734284434448458886e-04,1.172995108925377426e-03,2.708309906600374697e-02,2.420666745009024227e-03,3.390025039997636436e-02,0.000000000000000000e+00,-2.598782783666736540e-03,-2.517976918906494888e-02,-3.708783629371853463e-03,4.933582738723435446e-03,-1.004789371519314578e-01,2.677645794763972931e-04,-7.499999999999978906e-03,-4.897234467007294256e-02,2.909170777195457802e-02,-8.536461458496386046e-02,1.729739624773148632e-01,5.672502007308741767e-01,5.879359947851003909e-01,1.572376492896291889e-01,-2.494259212073659526e-01,-1.824391022118623806e-01,1.852901915230260599e-01,1.372149814440779825e-01,-5.006625197433994812e-02,-1.657137734093512282e-01,1.103250559186741246e-03,-8.227583555229110637e-04,8.729451209589848132e-03,1.639014616451828221e-03,-4.018861008890234343e-03,-5.361620097962425599e-05,2.228544892935690070e-03,-9.149578165078850554e-05,-4.866964950014279799e-04,3.415310035637564474e-04,2.358900552595261796e-03,-1.351553312819533427e-04,3.641255766491865997e-04
8.760951188986232374e-02,3.541307097238229756e-02,3.275604006215655062e+00,1.717763241925583662e-01,1.543366182934479969e-01,1.033033500975675478e+00,5.429912717584597492e-04,2.250000000000000056e-01,-2.262913995990521343e+01,1.321946042278966171e+00,6.888696287578743860e-01,3.112360510069359654e-01,-3.892242647830139179e-01,4.656904059463670142e-01,-2.327283796511775138e-01,2.571665164332124012e-02,-3.874069182186080651e-01,-7.361129675420650109e-01,-1.544241583887999147e-01,2.273024520764499457e-01,-1.429899226891860331e-01,9.395252545980548736e-03,5.523922315419892148e-04,3.216441980691595731e-02,1.124206577194259704e-01,4.544713146184280878e-02,2.969042346261784732e-03,1.772164829296536508e-03,9.846806874905776347e-04,8.989889238274184060e-04,1.933928857629825570e-03,3.536097359753179875e-02,1.758242375812731116e-03,3.171349964009174266e-02,1.251564455569453838e-03,1.347405541542279206e-03,2.736240566366365812e-02,-1.319748464098946528e-02,-2.150670297802576014e-02,1.263650615207256855e-02,-1.895567682324360119e-04,-2.500000000000002220e-03,-6.226327890793470488e-03,1.482056739240962262e-01,2.675354030736122879e-01,4.748475646096106395e-02,-1.801031000195840726e-01,-2.274029978912600614e-01,2.629855129223115928e-02,2.086679504720155565e-01,6.158199479502002305e-02,-1.026680988279689011e-01,6.695909876491815127e-02,1.948221827307495824e-01,3.839516750527213751e-02,1.242788168447464189e-03,1.040131572501616988e-04,-2.457681969593561444e-03,-1.071922980856356011e-02,3.952889228550228451e-03,-4.605820836496403448e-04,-2.899760009984635872e-03,1.488629046662489621e-04,1.255604803825725174e-04,7.609337487044481440e-04,8.277874531528051777e-03,-6.624243691962931110e-04,-2.186750759884621698e-03
9.386733416770963456e-02,3.262778468862204823e-02,3.270355324769220751e+00,1.779059971610904012e-01,1.740735702242045824e-01,9.634469473240742099e-01,3.893426679408468248e-04,2.225000000000000033e-01,-2.277827540358444836e+01,1.348500609840530107e+00,3.934901875248720815e-01,1.612005779398109906e-01,-4.403416462753326766e-01,3.769615115941012951e-01,-4.471206776614590206e-01,-1.663459542409427838e-01,-4.948533796479900326e-01,-6.773822586508377874e-01,-2.248928069338361202e-01,2.395617666323246187e-01,-4.408407404692883669e-02,7.657226829812563765e-03,5.288249139803345624e-04,2.845594505160998003e-02,1.256482651912247672e-01,4.689787736863133827e-02,4.282905431279583272e-03,3.057804502149581802e-03,1.012757734506657516e-03,1.233719201879677563e-03,1.655007525017138277e-03,3.128973661156980723e-02,1.371633981137529651e-03,3.479883782716675783e-02,6.257822277847310821e-03,-2.785286283760249337e-03,-5.248681446434311226e-03,6.129672968532035027e-03,1.973695193075658549e-02,-6.958655365160126838e-02,-1.536486038176129243e-04,-2.500000000000002220e-03,-1.491354436792349247e-01,2.655456756156393539e-02,-2.953794412330023045e-01,-1.500354730671249748e-01,-5.111738149231875861e-02,-8.872889435226571919e-02,-2.143922980102815068e-01,-1.920626058842640205e-01,-1.074464614293819675e-01,5.873070889122722349e-02,-7.046864854503620546e-02,1.225931455587467300e-02,9.890584864225719641e-02,-1.738025716167984971e-03,-2.356731756165465243e-05,-3.708474755305977283e-03,1.322760747179879681e-02,1.450745906788529493e-03,1.313863085017798540e-03,1.285639672853045295e-03,2.807704701607988129e-05,3.347302780522591571e-04,-2.789213326126872925e-04,-4.071236985961991517e-03,-3.866083946752014652e-04,3.085338187075015171e-03
7.759699624530663753e-02,3.285479724738624846e-02,3.241190921008678227e+00,1.680948952216057557e-01,1.845999862091858013e-01,6.348171389322198044e-01,1.256714974927592397e-02,1.000000000000000056e-01,-2.267926675345139387e+01,1.772890708272216065e+00,6.891428803504551226e-01,2.113140485913388156e-01,-1.684600288865682749e-01,5.972218082082547674e-01,-1.269005670448024314e-01,3.672444487847163763e-02,-1.437238396388458295e-01,-4.728077194756220569e-01,-1.396073390587996843e-01,1.640756075221961041e-01,6.376919954597722040e-02,8.809450064807294867e-03,4.524198280900160012e-03,4.876631235104402634e-02,1.095097766802355377e-02,9.676122071138537617e-02,1.589232177035232799e-02,8.046525560048929659e-03,7.695746879511211743e-04,1.042230130418271344e-03,2.761710977486937432e-03,8.985557899422594308e-02,1.168648693177826549e-03,3.339661032586211525e-02,-1.627033792240299703e-02,2.270125587642002341e-04,-2.916440376054252326e-02,-9.811101939484645484e-03,1.052641598498121889e-02,-3.286298083918544055e-01,1.217780708133507639e-02,-1.224999999999999978e-01,9.900865013305448770e-02,4.243900984316859581e-01,2.956526928255830411e-01,5.011347065152782498e-02,2.718816173887643739e-01,2.202602966141534724e-01,3.202201106166565614e-01,2.030703991194144353e-01,3.511295400091442032e-01,2.045745391752157305e-01,8.528546787503643589e-02,-7.548615911012851454e-02,1.078532735929060571e-01,1.152223234994731102e-03,3.995373366919825232e-03,2.031036729943404631e-02,-1.146972875232012135e-01,4.986334334275403790e-02,1.160941633907274471e-02,4.988721057899348291e-03,-2.431830465555363417e-04,-1.914890714614062191e-04,1.106703452469799155e-03,5.856584238265613584e-02,-2.029852879597031021e-04,-1.402227501304642576e-03
5.381727158948686196e-02,6.381632994041031015e-02,3.311692119141221191e+00,1.617089120009514713e-01,1.756784944704480045e-01,6.263716278495123913e-01,5.909249157558532292e-03,1.199999999999999956e-01,-2.273794379268467836e+01,1.588012893201538933e+00,8.737639062791529021e-01,2.798489985350425258e-01,-3.149672488768494594e-01,9.674775836567380827e-01,-2.641289296756254013e-01,-1.048380014888431883e-01,1.613151734502486778e-01,3.360743205869884398e-02,-2.527781580674179351e-01,-1.396445528760190125e-01,-7.094247011395080071e-02,1.893542445683018063e-03,1.744198217040983726e-02,2.790199242922688366e-02,2.597755478781246189e-03,1.601963907225172623e-01,1.747525054054122930e-03,9.588107428575382007e-03,4.721603756554913116e-04,3.084632707294098419e-04,1.361091586170323038e-03,6.859421741259894012e-02,3.191059285989245628e-04,4.512250395210622156e-02,-2.377972465581977557e-02,3.096153269302406169e-02,7.050119813254296375e-02,-6.385983220654284365e-03,-8.921491738737796773e-03,-8.445511082707413131e-03,-6.657900591717391681e-03,1.999999999999999001e-02,-5.867703923328448923e-02,-1.848778150706771317e-01,1.846210259286977795e-01,6.853494994370371018e-02,-1.465072199902811845e-01,3.702557754484833152e-01,-1.372283626308229698e-01,-1.415624463673148259e-01,3.050390130890945350e-01,5.064151515343209287e-01,-1.131708190086182508e-01,-3.037201603982151443e-01,-1.347116696599280350e-01,-6.915907619124276803e-03,1.291778388950967638e-02,-2.086431992181714268e-02,-8.353222189242308013e-03,6.343517001113188614e-02,-1.414479671629820592e-02,1.541581868526452348e-03,-2.974143122956298627e-04,-7.337668596888615022e-04,-1.400619391316614394e-03,-2.126136158162700296e-02,-8.495427645789019322e-04,1.172589362624410630e-02
